freq,EMD,alpha,Rloss
8000000000.0,3.891093672744896,2.2128390735643846,-2.6976744747759165e-06
8110000000.0,3.8239636610538663,3.466456900858046,-4.3595865983647015e-06
8200000000.0,3.826697174297853,2.4855983123860574,-3.1956763390645956e-06
8310000000.0,3.791888428979633,3.832288791163396,-5.0699468587941475e-06
8400000000.0,3.7943569703956315,3.019624594931467,-4.081713539559331e-06
8510000000.0,3.7018988876148153,3.664614790011615,-5.11273240035987e-06
8620000000.0,3.701017073248149,4.013494967082534,-5.745300976395135e-06
8700000000.0,3.5577403481527594,4.28801716808311,-6.310347385382601e-06
8810000000.0,3.529230926481611,4.749999010494487,-7.181297515841744e-06
8900000000.0,4.062193755397539,0.8438846643042217,-1.261247783790791e-06
9010000000.0,3.8896759487169925,3.147078037186811,-4.8670071299837314e-06
9100000000.0,3.9063883819546814,7.211994934823406,-1.1358455575147823e-05
9210000000.0,3.889633823675136,3.234706729058349,-5.2271755782345085e-06
9300000000.0,3.7902217623798236,4.824089184961942,-7.994158660649003e-06
9410000000.0,3.8557265355806174,3.9873829305618016,-6.7393444721947375e-06
9500000000.0,3.7640634054707975,3.202499671204999,-5.5477562511117705e-06
9610000000.0,3.8586226997007538,2.801245861160328,-4.937863032955347e-06
9720000000.0,3.793451488271987,3.8857779953888145,-7.0339501202616165e-06
9800000000.0,3.762541905880161,3.9917993351059105,-7.359092210601404e-06
9910000000.0,3.730995081387699,4.54688838164261,-8.58786192462827e-06
10000000000.0,3.64291134017453,4.581920254143739,-8.860911995275953e-06
10100000000.0,3.5870544554476256,4.2984406916459115,-8.510827477295587e-06
10200000000.0,3.6119473988670867,5.600396487526768,-1.1289405268325936e-05
10300000000.0,3.5881085957546066,3.8698225639421753,-7.968668040853352e-06
10400000000.0,3.79430213567766,3.76518900665129,-7.803092155846135e-06
10500000000.0,4.144006647305905,9.050700988850247,-1.87274300949382e-05
10600000000.0,3.9115076606937427,12.996530625515371,-2.7734610589281026e-05
10700000000.0,3.7964574374061986,11.240770687252954,-2.462393843440946e-05
10800000000.0,3.8176800299967866,6.761120173890675,-1.5084565958375386e-05
10900000000.0,3.6629293494868094,7.957406217527341,-1.8254001120862485e-05
11000000000.0,3.7494789344603356,8.636481804471007,-2.0066114146782806e-05
11100000000.0,3.7300225014821544,5.488916286925779,-1.3008208726126648e-05
11200000000.0,3.667615614962555,6.747802274590749,-1.6342401312177138e-05
11300000000.0,3.6124589408204493,6.004267917740997,-1.4856590071646114e-05
11400000000.0,3.663932163474565,8.033071738484994,-2.0157805424742468e-05
11500000000.0,3.7586840374868604,6.284476873618494,-1.5957765697974958e-05
11600000000.0,3.473313299874185,7.2713457970535815,-1.913393727904403e-05
11700000000.0,3.6134996072960384,5.772843997308034,-1.531361066466835e-05
11800000000.0,4.163699729976544,5.156243339687007,-1.3473077513150934e-05
11900000000.0,3.5298067340393215,6.161516615396311,-1.7001346775658863e-05
12000000000.0,3.2047251017214817,7.6731629371699706,-2.2031991513878982e-05
12100000000.0,3.6002584943817104,10.40744191336621,-2.9535345024438877e-05
12200000000.0,3.62181481790042,12.134655654753743,-3.494857095001714e-05
12300000000.0,3.88762729955158,13.627937919221962,-3.9235467275885045e-05
12400000000.0,3.46587649303914,10.336573170074777,-3.108795349010806e-05
