R1,R2,R3,Rmax1,Rmax2,Rmax3,Rmax1-R1,Rmax2-R2,Rmax3-R3,(Rmax1-R1)/Rmax1,(Rmax2-R2)/Rmax2,(Rmax3-R3)/Rmax3,(Rmax1-R1)/Rmax1*100,(Rmax2-R2)/Rmax2*100,(Rmax3-R3)/Rmax3*100
215499.71899999998,75612.0391,223701.141,439861.43799999997,546426.687,511025.469,224361.71899999998,470814.64790000004,287324.328,0.5100736268679229,0.8616245492782822,0.562250504974342,51.00736268679229,86.16245492782822,56.225050497434204
218413.547,75341.7656,212313.922,439861.43799999997,546426.687,511025.469,221447.89099999997,471084.92140000005,298711.547,0.5034492043833131,0.8621191691539766,0.5845335802627091,50.34492043833131,86.21191691539765,58.453358026270905
215674.891,74701.6797,219088.21899999998,439861.43799999997,546426.687,511025.469,224186.54699999996,471725.00730000006,291937.25,0.5096753832737663,0.8632905722263892,0.5712772996838638,50.96753832737663,86.32905722263892,57.127729968386376
219725.016,76745.8594,221729.437,439861.43799999997,546426.687,511025.469,220136.42199999996,469680.8276,289296.032,0.5004676540888314,0.8595495768675734,0.5661088332174693,50.04676540888314,85.95495768675734,56.61088332174693
219506.672,76319.4297,213875.313,439861.43799999997,546426.687,511025.469,220354.76599999997,470107.25730000006,297150.15599999996,0.5009640467732932,0.860329973781094,0.5814781728618695,50.09640467732932,86.0329973781094,58.14781728618696
213686.125,75864.1016,219751.328,439861.43799999997,546426.687,511025.469,226175.31299999997,470562.58540000004,291274.14099999995,0.5141967298347258,0.8611632568377833,0.5699796950824773,51.41967298347257,86.11632568377833,56.99796950824773
216294.625,74946.3828,226692.984,439861.43799999997,546426.687,511025.469,223566.81299999997,471480.3042,284332.485,0.5082664532188429,0.8628427480153436,0.5563959181063831,50.82664532188429,86.28427480153435,55.63959181063831
219945.766,75430.9141,218913.047,439861.43799999997,546426.687,511025.469,219915.67199999996,470995.77290000004,292112.422,0.4999657915000041,0.8619560210096401,0.571620084947273,49.99657915000041,86.19560210096401,57.1620084947273
213268.438,75913.7656,210337.96899999998,439861.43799999997,546426.687,511025.469,226592.99999999997,470512.92140000005,300687.5,0.515146317509197,0.861072368158329,0.5884002231599146,51.514631750919705,86.1072368158329,58.84002231599146
220106.234,75013.2344,220861.984,439861.43799999997,546426.687,511025.469,219755.20399999997,471413.4526,290163.485,0.499600976614822,0.8627204047960417,0.5678063082996749,49.9600976614822,86.27204047960417,56.78063082996749
214090.09399999998,74840.8125,215020.359,439861.43799999997,546426.687,511025.469,225771.34399999998,471585.87450000003,296005.11,0.513278329254223,0.8630359492306422,0.579237490020287,51.3278329254223,86.30359492306422,57.9237490020287
216985.922,75659.875,214963.25,439861.43799999997,546426.687,511025.469,222875.51599999997,470766.81200000003,296062.219,0.5066948287474111,0.8615370061528492,0.5793492437458142,50.669482874741114,86.15370061528492,57.93492437458142
216473.141,75648.1094,215316.21899999998,439861.43799999997,546426.687,511025.469,223388.29699999996,470778.5776,295709.25,0.5078606072305888,0.8615585380440981,0.5786585364887166,50.78606072305888,86.15585380440982,57.865853648871656
219626.65600000002,75927.1484,226926.96899999998,439861.43799999997,546426.687,511025.469,220234.78199999995,470499.5386,284098.5,0.500691269963065,0.8610478766751741,0.555938044645677,50.0691269963065,86.10478766751741,55.5938044645677
220634.65600000002,75628.7187,217348.859,439861.43799999997,546426.687,511025.469,219226.78199999995,470797.96830000007,293676.61,0.4983996392063811,0.8615940244148435,0.5746809656565278,49.839963920638105,86.15940244148435,57.46809656565278
219190.90600000002,75659.0234,215015.875,439861.43799999997,546426.687,511025.469,220670.53199999995,470767.6636,296009.594,0.5016819228422564,0.8615385646418839,0.5792462645340285,50.16819228422564,86.1538564641884,57.92462645340285
221406.578,75464.9922,215023.203,439861.43799999997,546426.687,511025.469,218454.85999999996,470961.69480000006,296002.26599999995,0.4966447183760627,0.8618936556442384,0.5792319247399389,49.66447183760627,86.18936556442384,57.92319247399389
221554.03100000002,74852.4531,216155.672,439861.43799999997,546426.687,511025.469,218307.40699999995,471574.23390000005,294869.797,0.49630949235427174,0.8630146460983521,0.5770158531961546,49.630949235427174,86.30146460983521,57.701585319615454
223101.359,74625.5937,215618.703,439861.43799999997,546426.687,511025.469,216760.07899999997,471801.09330000007,295406.76599999995,0.4927917300174879,0.863429815059527,0.578066620785196,49.27917300174879,86.3429815059527,57.8066620785196
221937.59399999998,75054.4063,221941.15600000002,439861.43799999997,546426.687,511025.469,217923.84399999998,471372.2807,289084.31299999997,0.4954374836559326,0.8626450572682223,0.5656945309706276,49.54374836559326,86.26450572682222,56.56945309706276
221034.141,76241.4766,228131.53100000002,439861.43799999997,546426.687,511025.469,218827.29699999996,470185.21040000004,282893.93799999997,0.49749143274523644,0.8604726335410481,0.5535808979415074,49.74914327452365,86.04726335410481,55.35808979415074
220021.59399999998,76796.4297,217607.96899999998,439861.43799999997,546426.687,511025.469,219839.84399999998,469630.25730000006,293417.5,0.49979340084820073,0.859457029594164,0.5741739263488647,49.97934008482007,85.94570295941641,57.41739263488647
73482.4609,75783.9375,215993.516,439861.43799999997,546426.687,511025.469,366378.97709999996,470642.74950000003,295031.953,0.8329417981396223,0.8613099628862014,0.577333168104778,83.29417981396223,86.13099628862014,57.733316810477795
70806.9688,76559.2656,228830.172,439861.43799999997,546426.687,511025.469,369054.46919999993,469867.42140000005,282195.297,0.8390243774904405,0.8598910568948841,0.5522137625590634,83.90243774904404,85.98910568948841,55.22137625590634
69801.3438,76543.9531,217405.266,439861.43799999997,546426.687,511025.469,370060.09419999993,469882.73390000005,293620.203,0.8413106088194982,0.8599190798673418,0.574570585639441,84.13106088194982,85.99190798673419,57.457058563944095
69195.3203,75705.1328,225049.625,439861.43799999997,546426.687,511025.469,370666.11769999994,470721.5542,285975.844,0.8426883688312772,0.8614541811351903,0.5596117245577049,84.26883688312772,86.14541811351903,55.961172455770495
68250.6094,76759.0156,216830.609,439861.43799999997,546426.687,511025.469,371610.82859999995,469667.67140000005,294194.86,0.8448361154132361,0.8595255000786592,0.5756951029773429,84.48361154132361,85.95255000786592,57.5695102977343
68180.1406,75600.2734,215656.891,439861.43799999997,546426.687,511025.469,371681.2974,470826.4136,295368.578,0.8449963222281832,0.8616460813525383,0.5779918926115207,84.49963222281832,86.16460813525383,57.79918926115207
68576.0547,76799.8828,217856.188,439861.43799999997,546426.687,511025.469,371285.3833,469626.8042,293169.28099999996,0.8440962340054006,0.8594507101736778,0.5736881990905232,84.40962340054006,85.94507101736778,57.36881990905231
68532.4766,75494.8437,228544.75,439861.43799999997,546426.687,511025.469,371328.9614,470931.84330000007,282480.719,0.8441953063409937,0.8618390252597601,0.5527722904941945,84.41953063409937,86.18390252597601,55.277229049419454
68479.2734,76669.4297,222700.71899999998,439861.43799999997,546426.687,511025.469,371382.16459999996,469757.25730000006,288324.75,0.8443162607948369,0.8596894486963446,0.5642081803950167,84.43162607948369,85.96894486963446,56.420818039501675
67874.4766,76017.0234,227091.266,439861.43799999997,546426.687,511025.469,371986.9614,470409.6636,283934.203,0.845691231973829,0.8608833989837689,0.5556165401219954,84.56912319738291,86.08833989837689,55.56165401219953
67593.0078,75919.0469,229969.297,439861.43799999997,546426.687,511025.469,372268.43019999994,470507.6401,281056.172,0.8463311353062961,0.8610627030008144,0.5499846662241409,84.63311353062961,86.10627030008145,54.998466622414085
68127.5234,75875.7734,217182.21899999998,439861.43799999997,546426.687,511025.469,371733.91459999996,470550.9136,293843.25,0.8451159444443047,0.861141896607257,0.5750070550788927,84.51159444443047,86.1141896607257,57.50070550788927
67366.4844,75297.6641,228593.578,439861.43799999997,546426.687,511025.469,372494.95359999995,471129.02290000004,282431.89099999995,0.8468461233921578,0.8621998780597625,0.5526767414404544,84.68461233921578,86.21998780597625,55.26767414404544
68071.7578,75237.8828,217577.172,439861.43799999997,546426.687,511025.469,371789.68019999994,471188.8042,293448.297,0.8452427243690318,0.8623092821233308,0.5742341914469238,84.52427243690317,86.23092821233308,57.423419144692375
67306.8516,75141.1484,222140.78100000002,439861.43799999997,546426.687,511025.469,372554.5864,471285.5386,288884.68799999997,0.8469816951764706,0.8624863130083542,0.5653038948632128,84.69816951764706,86.24863130083543,56.530389486321276
67629.0938,75026.8125,217600.90600000002,439861.43799999997,546426.687,511025.469,372232.34419999993,471399.87450000003,293424.56299999997,0.8462490958345841,0.8626955558998897,0.5741877475778022,84.6249095834584,86.26955558998897,57.41877475778022
67470.4062,75146.3672,218015.53100000002,439861.43799999997,546426.687,511025.469,372391.0318,471280.31980000006,293009.93799999997,0.8466098630814735,0.8624767622303191,0.5733763887999093,84.66098630814734,86.24767622303192,57.33763887999093
67645.7656,133201.531,223328.016,439861.43799999997,546426.687,511025.469,372215.6724,413225.1560000001,287697.453,0.8462111934440592,0.7562316516213639,0.5629806544925846,84.62111934440591,75.62316516213639,56.29806544925846
67684.5469,141472.219,228182.266,439861.43799999997,546426.687,511025.469,372176.89109999995,404954.468,282843.203,0.8461230263608605,0.7410956998152617,0.5534816171755228,84.61230263608604,74.10956998152616,55.34816171755228
68135.4609,146503.891,229725.59399999998,439861.43799999997,546426.687,511025.469,371725.97709999996,399922.79600000003,281299.875,0.8450978989888175,0.7318873794317443,0.5504615563495525,84.50978989888175,73.18873794317443,55.046155634955255
67539.4922,126592.109,228989.484,439861.43799999997,546426.687,511025.469,372321.9458,419834.57800000004,282035.985,0.8464527999837985,0.768327367583348,0.551902012930788,84.64527999837985,76.83273675833479,55.1902012930788
67191.125,159666.453,221137.484,439861.43799999997,546426.687,511025.469,372670.31299999997,386760.23400000005,289887.985,0.8472447930295722,0.7077989476015472,0.567267196226574,84.72447930295722,70.77989476015472,56.7267196226574
67831.0625,160832.516,231759.891,439861.43799999997,546426.687,511025.469,372030.37549999997,385594.17100000003,279265.578,0.8457899314647355,0.7056649687389811,0.5464807430175266,84.57899314647355,70.5664968738981,54.64807430175266
67170.2422,166509.734,219576.15600000002,439861.43799999997,546426.687,511025.469,372691.1958,379916.95300000004,291449.31299999997,0.8472922688894589,0.6952752529087219,0.5703224803458866,84.72922688894589,69.52752529087219,57.03224803458866
67914.6016,167592.906,229087.625,439861.43799999997,546426.687,511025.469,371946.8364,378833.7810000001,281937.844,0.8456000100649878,0.6932929705170129,0.5517099657512373,84.56000100649878,69.32929705170129,55.17099657512373
67505.5547,163191.047,232264.375,439861.43799999997,546426.687,511025.469,372355.8833,383235.64,278761.094,0.8465299549627717,0.7013486879713838,0.5454935436887197,84.65299549627717,70.13486879713838,54.549354368871974
67712.9297,159867.563,231589.672,439861.43799999997,546426.687,511025.469,372148.5083,386559.12400000007,279435.797,0.8460584996768915,0.7074309018878502,0.5468138360047179,84.60584996768915,70.74309018878502,54.68138360047179
67759.3281,164319.75,220178.063,439861.43799999997,546426.687,511025.469,372102.1099,382106.93700000003,290847.40599999996,0.8459530155494104,0.6992830805864356,0.5691446388555635,84.59530155494105,69.92830805864357,56.91446388555635
67850.2891,162568.031,228824.734,439861.43799999997,546426.687,511025.469,372011.1489,383858.6560000001,282200.735,0.845746220881495,0.7024888519033845,0.5522244039073521,84.5746220881495,70.24888519033846,55.22244039073521
67912.6328,162048.297,233500.21899999998,439861.43799999997,546426.687,511025.469,371948.80519999994,384378.39,277525.25,0.8456044860199815,0.7034400023730906,0.5430751828144206,84.56044860199815,70.34400023730906,54.30751828144206
67870.2969,160595.125,220513.75,439861.43799999997,546426.687,511025.469,371991.14109999995,385831.56200000003,290511.719,0.8457007342844179,0.7060994112829632,0.5684877498737739,84.57007342844179,70.60994112829631,56.848774987377396
67575.3047,159838.078,231873.922,439861.43799999997,546426.687,511025.469,372286.1333,386588.60900000005,279151.547,0.8463713822988048,0.7074848615510612,0.5462576014973533,84.63713822988048,70.74848615510612,54.62576014973533
67065.4141,160320.438,227004.266,439861.43799999997,546426.687,511025.469,372796.0239,386106.24900000007,284021.203,0.8475305896217253,0.7066021081799763,0.5557867860398167,84.75305896217253,70.66021081799762,55.57867860398167
67087.3437,165343.891,233583.672,439861.43799999997,546426.687,511025.469,372774.0943,381082.79600000003,277441.797,0.8474807339214856,0.6974088291555204,0.5429118778422373,84.74807339214856,69.74088291555204,54.29118778422372
67096.9453,163954.891,221751.266,439861.43799999997,546426.687,511025.469,372764.49269999994,382471.79600000003,289274.203,0.8474589052291508,0.6999507987061401,0.5660661171468931,84.74589052291508,69.995079870614,56.606611714689315
67545.0937,160239.359,223200.0,439861.43799999997,546426.687,511025.469,372316.3443,386187.32800000004,287825.469,0.8464400652916522,0.7067504885609659,0.5632311625548354,84.64400652916521,70.6750488560966,56.32311625548354
67794.0,161592.797,218691.625,439861.43799999997,546426.687,511025.469,372067.43799999997,384833.89,292333.844,0.845874190953743,0.7042736000191001,0.5720533745060757,84.5874190953743,70.42736000191002,57.20533745060757
67812.1641,165777.719,234867.641,439861.43799999997,546426.687,511025.469,372049.2739,380648.968,276157.828,0.8458328959039142,0.6966148928227585,0.540399343579488,84.58328959039142,69.66148928227585,54.0399343579488
67670.5547,161610.578,228419.578,439861.43799999997,546426.687,511025.469,372190.8833,384816.10900000005,282605.89099999995,0.8461548368329574,0.7042410595147232,0.5530172332760972,84.61548368329575,70.42410595147231,55.30172332760972
67601.0703,164706.813,224048.46899999998,439861.43799999997,546426.687,511025.469,372260.36769999994,381719.87400000007,286977.0,0.8463128056704075,0.6985747275553547,0.5615708363060081,84.63128056704075,69.85747275553547,56.15708363060081
66976.7813,166283.563,226772.891,439861.43799999997,546426.687,511025.469,372884.65669999993,380143.12400000007,284252.578,0.8477320912591568,0.6956891620485587,0.5562395521229881,84.77320912591568,69.56891620485587,55.62395521229882
67709.2969,165393.672,224280.812,439861.43799999997,546426.687,511025.469,372152.14109999995,381033.015,286744.657,0.8460667586413883,0.6973177263576806,0.5611161759923946,84.60667586413882,69.73177263576807,56.11161759923946
67338.7422,166622.641,231226.484,439861.43799999997,546426.687,511025.469,372522.6958,379804.04600000003,279798.985,0.846909193708406,0.6950686250065967,0.5475245403081856,84.6909193708406,69.50686250065968,54.75245403081856
66934.9609,166557.75,235573.875,439861.43799999997,546426.687,511025.469,372926.47709999996,379868.93700000003,275451.594,0.8478271675636181,0.6951873801873809,0.5390173498378023,84.78271675636181,69.51873801873809,53.90173498378022
67673.5859,158799.312,225081.859,439861.43799999997,546426.687,511025.469,372187.85209999996,387627.375,285943.61,0.8461479455718962,0.7093858777801604,0.5595486474667273,84.61479455718963,70.93858777801604,55.954864746672726
67460.5469,162742.281,230392.234,439861.43799999997,546426.687,511025.469,372400.89109999995,383684.4060000001,280633.235,0.8466322776401235,0.7021699619147629,0.5491570421121222,84.66322776401235,70.21699619147628,54.91570421121222
66879.6016,165061.0,225934.59399999998,439861.43799999997,546426.687,511025.469,372981.8364,381365.68700000003,285090.875,0.8479530237883686,0.6979265399605199,0.5578799732973779,84.79530237883685,69.792653996052,55.78799732973779
67642.4063,162459.922,224362.59399999998,439861.43799999997,546426.687,511025.469,372219.03169999993,383966.765,286662.875,0.8462188306218377,0.7026866991216335,0.5609561409159433,84.62188306218377,70.26866991216335,56.09561409159433
67483.9141,163690.312,228419.578,439861.43799999997,546426.687,511025.469,372377.5239,382736.375,282605.89099999995,0.8465791536379236,0.7004349972387055,0.5530172332760972,84.65791536379236,70.04349972387055,55.30172332760972
66878.4297,163204.563,226077.328,439861.43799999997,546426.687,511025.469,372983.0083,383222.12400000007,284948.14099999995,0.8479556880364676,0.7013239527226826,0.5576006643222707,84.79556880364676,70.13239527226825,55.76006643222707
67616.2188,163576.359,231310.172,439861.43799999997,546426.687,511025.469,372245.21919999993,382850.32800000004,279715.297,0.8462783664159257,0.7006435393957983,0.5473607754763394,84.62783664159257,70.06435393957983,54.73607754763394
67344.3125,161788.375,235531.672,439861.43799999997,546426.687,511025.469,372517.12549999997,384638.31200000003,275493.797,0.8468965299476877,0.7039156782618855,0.5390999347627428,84.68965299476878,70.39156782618855,53.90999347627427
67687.75,163396.594,230639.266,439861.43799999997,546426.687,511025.469,372173.68799999997,383030.093,280386.203,0.8461157442949113,0.7009725222296838,0.5486736376342918,84.61157442949113,70.09725222296838,54.867363763429175
67604.4219,167916.34399999998,239032.71899999998,439861.43799999997,546426.687,511025.469,372257.01609999995,378510.34300000005,271992.75,0.8463051859981415,0.692701055795981,0.5322489122357227,84.63051859981415,69.2701055795981,53.22489122357227
67151.1016,164827.547,232587.984,439861.43799999997,546426.687,511025.469,372710.3364,381599.14,278437.485,0.8473357839565832,0.6983537756822628,0.5448602895367628,84.73357839565831,69.83537756822628,54.48602895367628
66834.625,169720.141,229316.172,439861.43799999997,546426.687,511025.469,373026.81299999997,376706.54600000003,281709.297,0.8480552755342923,0.6893999780065647,0.55126273363882,84.80552755342923,68.93999780065647,55.12627336388199
66844.2578,165343.0,230494.65600000002,439861.43799999997,546426.687,511025.469,373017.18019999994,381083.68700000003,280530.81299999997,0.8480333759105293,0.697410459749379,0.5489566176593049,84.80333759105292,69.7410459749379,54.89566176593049
66835.3906,167734.641,237752.78100000002,439861.43799999997,546426.687,511025.469,373026.0474,378692.04600000003,273272.68799999997,0.8480535349861699,0.6930335853087644,0.5347535584376127,84.80535349861698,69.30335853087644,53.47535584376127
67026.3125,172613.71899999998,235264.96899999998,439861.43799999997,546426.687,511025.469,372835.12549999997,373812.96800000005,275760.5,0.8476194848887845,0.6841045228817677,0.5396218324296475,84.76194848887845,68.41045228817677,53.96218324296475
67523.0547,167618.344,239211.484,439861.43799999997,546426.687,511025.469,372338.3833,378808.343,271813.985,0.8464901697065793,0.6932464171538532,0.5318990960115924,84.64901697065793,69.32464171538531,53.189909601159236
67472.6719,168406.188,239816.016,439861.43799999997,546426.687,511025.469,372388.76609999995,378020.49900000007,271209.453,0.8466047121411902,0.6918046061685125,0.5307161177909901,84.66047121411901,69.18046061685125,53.071611779099015
67135.4531,166621.594,240849.40600000002,439861.43799999997,546426.687,511025.469,372725.9849,379805.093,270176.06299999997,0.8473713599326704,0.6950705410916359,0.5286939289517094,84.73713599326705,69.50705410916359,52.86939289517094
66691.1016,169420.375,236215.859,439861.43799999997,546426.687,511025.469,373170.3364,377006.31200000003,274809.61,0.8483815678336413,0.6899485712710075,0.5377610836848525,84.83815678336413,68.99485712710074,53.776108368485254
66752.0859,172012.203,242899.578,439861.43799999997,546426.687,511025.469,373109.35209999996,374414.48400000005,268125.89099999995,0.848242923490829,0.6852053402728481,0.5246820506318051,84.8242923490829,68.52053402728481,52.468205063180505
67004.9141,167048.656,229970.71899999998,439861.43799999997,546426.687,511025.469,372856.5239,379378.0310000001,281054.75,0.8476681329359906,0.6942889870237983,0.5499818835839667,84.76681329359906,69.42889870237983,54.998188358396675
67287.2969,172131.688,240148.609,439861.43799999997,546426.687,511025.469,372574.14109999995,374294.99900000007,270876.86,0.8470261516764286,0.684986674159273,0.5300652833019561,84.70261516764286,68.4986674159273,53.006528330195614
67188.0,171804.359,243871.09399999998,439861.43799999997,546426.687,511025.469,372673.43799999997,374622.32800000004,267154.375,0.8472518975396065,0.6855857096891755,0.5227809399065392,84.72518975396065,68.55857096891755,52.278093990653915
67273.2734,167666.703,230396.984,439861.43799999997,546426.687,511025.469,372588.16459999996,378759.98400000005,280628.485,0.847058033307298,0.6931579167179294,0.549147747076379,84.70580333072981,69.31579167179294,54.9147747076379
66627.1094,170616.813,231495.797,439861.43799999997,546426.687,511025.469,373234.32859999995,375809.87400000007,279529.672,0.848527050466288,0.6877590039814436,0.5469975352637464,84.8527050466288,68.77590039814436,54.699753526374636
67385.5156,169527.938,232030.15600000002,439861.43799999997,546426.687,511025.469,372475.9224,376898.74900000007,278995.31299999997,0.8468028570397208,0.6897517232718907,0.5459518750522393,84.68028570397207,68.97517232718907,54.59518750522393
66877.7344,168503.09399999998,243928.938,439861.43799999997,546426.687,511025.469,372983.70359999995,377923.59300000005,267096.53099999996,0.8479572687615321,0.6916272612431904,0.5226677478965338,84.79572687615321,69.16272612431904,52.26677478965338
66892.9609,169815.09399999998,241167.313,439861.43799999997,546426.687,511025.469,372968.47709999996,376611.59300000005,269858.15599999996,0.8479226521784798,0.6892262072112155,0.5280718327563434,84.79226521784798,68.92262072112155,52.80718327563434
67239.8672,168279.766,235143.828,439861.43799999997,546426.687,511025.469,372621.5708,378146.92100000003,275881.64099999995,0.8471339804058933,0.6920359674892672,0.539858887150691,84.71339804058933,69.20359674892673,53.985888715069095
66557.5859,173536.328,232553.84399999998,439861.43799999997,546426.687,511025.469,373303.85209999996,372890.35900000005,278471.625,0.8486851081953676,0.6824160822877233,0.5449270963831355,84.86851081953675,68.24160822877234,54.49270963831355
67297.9609,172219.172,232997.641,439861.43799999997,546426.687,511025.469,372563.47709999996,374207.515,278027.828,0.8470019076780265,0.6848265721692323,0.5440586523878324,84.70019076780265,68.48265721692323,54.405865238783235
66865.2969,173817.797,242969.266,439861.43799999997,546426.687,511025.469,372996.14109999995,372608.89,268056.203,0.8479855447114688,0.6819009738446394,0.5245456816947807,84.79855447114689,68.19009738446394,52.454568169478065
66696.7656,168123.125,235263.313,439861.43799999997,546426.687,511025.469,373164.6724,378303.56200000003,275762.15599999996,0.8483686910512942,0.6923226317458393,0.5396250729726348,84.83686910512942,69.23226317458393,53.962507297263485
67303.5312,170399.891,244383.625,439861.43799999997,546426.687,511025.469,372557.9068,376026.79600000003,266641.844,0.8469892439173085,0.6881559867883978,0.5217779938087587,84.69892439173084,68.81559867883979,52.17779938087587
66582.9062,168872.03100000002,73288.3828,439861.43799999997,546426.687,511025.469,373278.5318,377554.656,437737.08619999996,0.8486275439312323,0.6909520800912127,0.8565856552249453,84.86275439312323,69.09520800912127,85.65856552249454
66517.1094,168143.578,71172.6719,439861.43799999997,546426.687,511025.469,373344.32859999995,378283.10900000005,439852.79709999997,0.8487771292194974,0.6922852012899583,0.8607257833170737,84.87771292194975,69.22852012899583,86.07257833170738
66553.1484,169764.437,70427.5156,439861.43799999997,546426.687,511025.469,373308.28959999996,376662.25,440597.9534,0.8486951965996165,0.6893189131518388,0.8621839421471184,84.86951965996164,68.93189131518388,86.21839421471184
67154.1094,173558.90600000002,70278.8203,439861.43799999997,546426.687,511025.469,372707.32859999995,372867.781,440746.64869999996,0.8473289458940931,0.6823747629295419,0.8624749164899255,84.73289458940931,68.23747629295418,86.24749164899255
67333.1328,170849.203,69717.5703,439861.43799999997,546426.687,511025.469,372528.30519999994,375577.48400000005,441307.89869999996,0.8469219463607537,0.6873337136258867,0.8635731983448363,84.69219463607537,68.73337136258867,86.35731983448363
67204.0703,168263.78100000002,69379.5859,439861.43799999997,546426.687,511025.469,372657.36769999994,378162.906,441645.8831,0.8472153626251728,0.6920652211849235,0.8642345829929662,84.72153626251728,69.20652211849236,86.42345829929661
67006.4453,168868.84399999998,68936.4063,439861.43799999997,546426.687,511025.469,372854.99269999994,377557.84300000005,442089.0627,0.8476646518397459,0.6909579125296272,0.8651018188293077,84.76646518397459,69.09579125296273,86.51018188293077
67218.7109,170562.578,69018.6484,439861.43799999997,546426.687,511025.469,372642.72709999996,375864.10900000005,442006.8206,0.8471820780524979,0.6878582579185046,0.8649408834063416,84.71820780524979,68.78582579185047,86.49408834063415
67242.3438,173202.766,69216.8437,439861.43799999997,546426.687,511025.469,372619.09419999993,373223.92100000003,441808.62529999996,0.8471283499964367,0.6830265246543494,0.8645530450068428,84.71283499964368,68.30265246543495,86.45530450068428
67162.1875,174477.266,69502.0938,439861.43799999997,546426.687,511025.469,372699.25049999997,371949.42100000003,441523.3752,0.8473105807924903,0.6806940983100264,0.8639948534541632,84.73105807924904,68.06940983100263,86.39948534541631
67096.2266,174184.953,69393.0078,439861.43799999997,546426.687,511025.469,372765.2114,372241.73400000005,441632.46119999996,0.8474605391527865,0.6812290520503074,0.8642083183529156,84.74605391527865,68.12290520503073,86.42083183529155
66746.3047,174635.687,68897.3203,439861.43799999997,546426.687,511025.469,373115.1333,371791.0,442128.14869999996,0.8482560667207204,0.6804041765258804,0.8651783042539509,84.82560667207204,68.04041765258803,86.51783042539509
66455.7266,172992.609,68777.6719,439861.43799999997,546426.687,511025.469,373405.7114,373434.07800000004,442247.79709999997,0.8489166795294294,0.6834111270264515,0.8654124381812367,84.89166795294294,68.34111270264515,86.54124381812368
66465.8828,169711.09399999998,69277.3047,439861.43799999997,546426.687,511025.469,373395.55519999994,376715.59300000005,441748.1643,0.8488935899854899,0.6894165346649697,0.8644347319213556,84.88935899854899,68.94165346649697,86.44347319213556
66710.3594,175177.625,69294.9453,439861.43799999997,546426.687,511025.469,373151.07859999995,371249.06200000003,441730.52369999996,0.8483377863189725,0.6794123911447978,0.8644002119197702,84.83377863189725,67.94123911447979,86.44002119197702
67183.3984,169190.65600000002,68469.1484,439861.43799999997,546426.687,511025.469,372678.03959999996,377236.031,442556.3206,0.8472623590158862,0.6903689735051319,0.8660161722780984,84.72623590158862,69.03689735051319,86.60161722780984
66453.6641,173389.641,68866.7344,439861.43799999997,546426.687,511025.469,373407.7739,373037.04600000003,442158.73459999997,0.8489213685060522,0.682684530010885,0.8652381562610532,84.89213685060521,68.2684530010885,86.52381562610532
66703.2031,169668.59399999998,68732.8828,439861.43799999997,546426.687,511025.469,373158.2349,376758.09300000005,442292.58619999996,0.8483540557606234,0.6894943127109749,0.8655000837150055,84.83540557606234,68.9494312710975,86.55000837150055
67052.5078,175454.828,69249.2656,439861.43799999997,546426.687,511025.469,372808.93019999994,370971.85900000005,441776.2034,0.8475599313618394,0.6789050897874613,0.8644896002238198,84.75599313618393,67.89050897874614,86.44896002238198
66388.2578,172855.34399999998,69445.8906,439861.43799999997,546426.687,511025.469,373473.18019999994,373571.34300000005,441579.5784,0.8490700660147434,0.6836623318143318,0.8641048346652953,84.90700660147435,68.36623318143317,86.41048346652953
67131.0859,173413.109,68470.7187,439861.43799999997,546426.687,511025.469,372730.35209999996,373013.57800000004,442554.75029999996,0.8473812885138615,0.6826415818889168,0.8660130994371241,84.73812885138615,68.26415818889167,86.60130994371241
66417.2266,176102.90600000002,69266.0312,439861.43799999997,546426.687,511025.469,373444.2114,370323.781,441759.43779999996,0.8490042070930528,0.6777190605992492,0.8644567924656608,84.90042070930528,67.77190605992493,86.44567924656607
66982.1328,174605.813,68734.6641,439861.43799999997,546426.687,511025.469,372879.30519999994,371820.87400000007,442290.8049,0.8477199249278132,0.6804588480869713,0.8654965979787594,84.77199249278132,68.04588480869714,86.54965979787595
66848.5234,174812.062,69157.8047,439861.43799999997,546426.687,511025.469,373012.91459999996,371614.625,441867.6643,0.8480236783111685,0.6800813976349585,0.8646685754521563,84.80236783111685,68.00813976349585,86.46685754521563
66353.7734,175703.21899999998,69304.5313,439861.43799999997,546426.687,511025.469,373507.66459999996,370723.46800000005,441720.9377,0.8491484643398087,0.6784505164551013,0.8643814535592159,84.91484643398087,67.84505164551014,86.43814535592159
67098.9062,176024.688,68486.0156,439861.43799999997,546426.687,511025.469,372762.5318,370401.99900000007,442539.4534,0.8474544472343585,0.6778622051451891,0.865983165704017,84.74544472343585,67.78622051451892,86.5983165704017
66715.1094,172142.891,68491.2344,439861.43799999997,546426.687,511025.469,373146.32859999995,374283.79600000003,442534.23459999997,0.8483269874637203,0.6849661718663459,0.8659729532971673,84.83269874637203,68.4966171866346,86.59729532971673
66816.0156,173151.562,68499.8516,439861.43799999997,546426.687,511025.469,373045.4224,373275.125,442525.6174,0.848097582948383,0.6831202316441766,0.8659560907325345,84.8097582948383,68.31202316441765,86.59560907325346
66938.8906,174403.125,68533.1641,439861.43799999997,546426.687,511025.469,372922.5474,372023.56200000003,442492.3049,0.8478182336138318,0.6808297816537646,0.8658909031792308,84.78182336138318,68.08297816537646,86.58909031792308
