resistance_ch1,time_ch1,conc,resistance_ch2,time_ch2,resistance_ch3,time_ch3,Label
26276.9961,323.281,3.5,91852.8359,323.581,62812.9883,323.892,No3_3.5
25602.625,324.226,3.5,90086.6172,324.545,62638.207,324.848,No3_3.5
25361.1934,325.148,3.5,90063.875,325.487,65019.4844,325.816,No3_3.5
25343.6797,326.108,3.5,91760.2891,326.417,65111.4297,326.758,No3_3.5
25416.5508,327.088,3.5,89082.0625,327.385,62854.5078,327.704,No3_3.5
25391.9551,328.024,3.5,91828.5859,328.353,64990.1133,328.655,No3_3.5
26256.541,328.954,3.5,90389.3672,329.288,64514.2188,329.617,No3_3.5
25896.2539,329.937,3.5,89782.5703,330.238,62868.7539,330.543,No3_3.5
25778.709,330.877,3.5,90582.9375,331.196,62971.5781,331.499,No3_3.5
25366.8594,331.799,3.5,89631.1484,332.138,65259.0625,332.468,No3_3.5
25347.3535,332.759,3.5,91675.0078,333.069,65353.6406,333.408,No3_3.5
25420.5254,333.737,3.5,89215.6719,334.039,65009.875,334.349,No3_3.5
26035.7793,334.683,3.5,90689.1094,335.011,62877.3047,335.314,No3_3.5
26229.5879,335.623,3.5,91640.4922,335.947,63133.4687,336.277,No3_3.5
25860.002,336.589,3.5,90712.7969,336.9,65053.2461,337.205,No3_3.5
26295.1172,337.541,3.5,91767.5859,337.861,65104.1211,338.16,No3_3.5
25930.6113,338.466,3.5,90293.7266,338.807,65193.8633,339.138,No3_3.5
25401.9707,339.432,3.5,88934.7969,339.748,65209.3398,340.079,No3_3.5
25409.8652,340.41,3.5,89262.2812,340.712,65029.5625,341.017,No3_3.5
25425.8438,341.348,3.5,91479.2031,341.678,62935.9219,341.987,No3_3.5
25385.4785,342.287,3.5,91429.375,342.617,63115.3555,342.948,No3_3.5
26086.4687,343.252,3.5,91049.5156,343.556,63224.582,343.887,No3_3.5
26104.582,344.218,3.5,88935.1016,344.521,63114.8438,344.826,No3_3.5
26078.1973,345.157,3.5,89569.9688,345.487,63384.4844,345.799,No3_3.5
25417.2305,346.1,3.5,88859.0547,346.419,63174.4023,346.76,No3_3.5
25394.6074,347.081,3.5,88456.2188,347.382,64712.3984,347.687,No3_3.5
25737.332,348.024,3.5,89923.8047,348.354,63030.4922,348.656,No3_3.5
25772.4043,348.954,3.5,89540.4297,349.295,65220.7227,349.625,No3_3.5
26227.1602,349.929,3.5,88502.5625,350.239,65216.1836,350.547,No3_3.5
26214.4395,350.889,3.5,90707.5469,351.209,65131.0938,351.506,No3_3.5
25494.0996,351.818,3.5,89479.625,352.158,64212.9688,352.489,No3_3.5
26245.5508,352.783,3.5,89687.8438,353.099,63912.8945,353.429,No3_3.5
26227.7031,353.76,3.5,90883.2656,354.064,63922.8516,354.377,No3_3.5
25692.8164,354.708,3.5,90706.0391,355.039,65108.0469,355.341,No3_3.5
26286.084,355.642,3.5,90212.8516,355.977,63304.918,356.308,No3_3.5
25402.5703,356.63,3.5,88458.7422,356.933,65235.1641,357.239,No3_3.5
26289.5977,357.576,3.5,88238.7813,357.906,62933.25,358.207,No3_3.5
25777.1504,358.512,3.5,88166.9922,358.847,65002.2852,359.179,No3_3.5
25702.1992,359.482,3.5,87769.0547,359.787,62468.7422,360.104,No3_3.5
25433.5449,360.446,3.5,88198.4141,360.767,62225.875,361.064,No3_3.5
26161.9414,361.377,3.5,89732.8906,361.718,63271.9063,362.048,No3_3.5
25405.9258,362.344,3.5,89932.1875,362.655,63671.793,362.996,No3_3.5
25908.5352,363.327,3.5,89600.1719,363.628,63523.5117,363.935,No3_3.5
26165.0859,364.267,3.5,88010.8594,364.598,62462.1875,364.896,No3_3.5
26273.4238,365.207,3.5,87789.3438,365.537,64547.3359,365.869,No3_3.5
26105.4805,366.191,3.5,87605.1875,366.495,62796.2852,366.801,No3_3.5
25455.5684,367.137,3.5,90253.0313,367.467,63813.3984,367.769,No3_3.5
26265.3203,368.067,3.5,90118.5781,368.407,62850.9062,368.738,No3_3.5
26220.5684,369.041,3.5,88599.6719,369.349,63644.043,369.659,No3_3.5
26162.5664,369.999,3.5,90210.0547,370.319,64453.8398,370.622,No3_3.5
25923,370.926,3.5,89571.9687,371.265,63797.3828,371.584,No3_3.5
25819.1719,371.875,3.5,88098.0156,372.191,62462.4258,372.531,No3_3.5
26336.8164,372.859,3.5,90674.7891,373.159,63419.7734,373.473,No3_3.5
26367.334,373.797,3.5,88404.0547,374.126,62308.1992,374.428,No3_3.5
25409.416,374.727,3.5,89117.4063,375.062,63933.7539,375.391,No3_3.5
26291.4355,375.712,3.5,90622.0703,376.011,64733.9805,376.315,No3_3.5
26274.5527,376.655,3.5,90643.6875,376.974,63625.9258,377.277,No3_3.5
25813.8594,377.577,3.5,89867.6328,377.916,63374.8477,378.245,No3_3.5
25606.3164,378.543,3.5,88780.8203,378.862,62768.0039,379.182,No3_3.5
26219.3008,379.511,3.5,89953.9375,379.812,62670.4219,380.121,No3_3.5
25895.3262,380.432,3.5,89953.5156,380.771,63315.0703,381.091,No3_3.5
26078.3008,381.382,3.5,90335.6953,381.701,64215.4648,382.041,No3_3.5
26245.4277,382.361,3.5,90135.1484,382.66,63810.8164,382.966,No3_3.5
26248.5996,383.305,3.5,91032.5781,383.623,62209.4336,383.928,No3_3.5
25508.9004,384.228,3.5,88997.5156,384.568,62446.1211,384.886,No3_3.5
26293.0703,385.177,3.5,90172.1484,385.494,64116.4492,385.834,No3_3.5
25695.7773,386.163,3.5,88438.9063,386.464,63028.6562,386.77,No3_3.5
26085.2773,387.099,3.5,89288.4687,387.428,64208.0703,387.731,No3_3.5
26096.3867,388.03,3.5,88822.3516,388.363,64684.1289,388.692,No3_3.5
26305.7734,388.993,3.5,88435.7578,389.301,64287.5859,389.613,No3_3.5
26183.9199,389.953,3.5,90477.7188,390.272,63634.5977,390.573,No3_3.5
25426.6543,390.879,3.5,88744.8594,391.218,64671.6602,391.548,No3_3.5
26230.0371,391.843,3.5,90536.2734,392.149,64836.5273,392.484,No3_3.5
25500.0488,392.814,3.5,91254.1406,393.121,63242.3633,393.429,No3_3.5
26059.0625,393.739,3.5,90360.2266,394.078,62909.8945,394.388,No3_3.5
25723.9238,394.687,3.5,90038.1641,395.005,64115.3437,395.344,No3_3.5
26064.4453,395.663,3.5,89925.125,395.963,62533.2969,396.268,No3_3.5
25535.875,396.607,3.5,90921.2422,396.936,63771.7305,397.241,No3_3.5
25510.9805,397.544,3.5,90485.7031,397.872,63502.1758,398.201,No3_3.5
26312.0449,398.494,3.5,90700.4219,398.813,64458.6758,399.137,No3_3.5
25585.5176,399.466,3.5,89568.6797,399.768,63914.4102,400.076,No3_3.5
25818.248,400.386,3.5,89080.7656,400.724,63617.5859,401.045,No3_3.5
25899.7969,401.335,3.5,89468.2344,401.655,63103.5938,401.996,No3_3.5
25497.248,402.317,3.5,88970.9297,402.614,64766.8906,402.927,No3_3.5
26422.8242,403.268,3.5,88879.0234,403.599,62269.8945,403.895,No3_3.5
25826.791,404.2,3.5,90385.2344,404.541,62542.6523,404.872,No3_3.5
26370.8672,405.165,3.5,90413.9922,405.48,62685.9297,405.811,No3_3.5
26394.8984,406.142,3.5,91165.3359,406.464,64618.6094,406.76,No3_3.5
25618.4297,407.074,3.5,89947.2187,407.415,63801.9297,407.735,No3_3.5
25570.5059,408.027,3.5,89063.8594,408.347,62972.7813,408.688,No3_3.5
25497.3516,409.008,3.5,89904.1484,409.312,65063.2422,409.618,No3_3.5
26407.1973,409.955,3.5,89260.8516,410.285,62659.3437,410.587,No3_3.5
25474.4824,410.885,3.5,89330.7734,411.225,65210.5195,411.556,No3_3.5
25685.418,411.86,3.5,88850.0156,412.165,62842.7539,412.483,No3_3.5
25510.9277,412.823,3.5,89191.3984,413.144,62725.9727,413.443,No3_3.5
26352.291,413.75,3.5,91768.75,414.091,63174.457,414.422,No3_3.5
26163.3457,414.713,3.5,90131.3984,415.024,64758.1836,415.365,No3_3.5
25555.9453,415.696,3.5,89987.6484,415.993,65232.2695,416.309,No3_3.5
25542.2969,416.636,3.5,91710.9297,416.966,64780.3477,417.268,No3_3.5
26053.5996,417.57,3.5,91595.0547,417.904,62929.5742,418.236,No3_3.5
25970.7461,418.54,3.5,90213.5313,418.849,64241.9453,419.159,No3_3.5
26287.832,419.5,3.5,91235.9766,419.802,64322.5664,420.107,No3_3.5
26346.3145,420.424,3.5,91349.3594,420.765,63691.2656,421.087,No3_3.5
26365.1094,421.379,3.5,91652.8984,421.7,65562.4922,422.04,No3_3.5
26443.8965,422.361,3.5,90283.9063,422.665,64889.4062,422.976,No3_3.5
25554.4023,423.308,3.5,92047.7656,423.639,65371.7656,423.938,No3_3.5
25468.2734,424.249,3.5,92229.6719,424.578,63338.5352,424.908,No3_3.5
26313.8555,425.219,3.5,89334.9922,425.524,65355.9531,425.838,No3_3.5
26030.2734,426.18,3.5,90382.0625,426.501,65134.7812,426.797,No3_3.5
26033.5508,427.11,3.5,90973.8516,427.449,63848.3516,427.78,No3_3.5
26292.3301,428.075,3.5,89973.5859,428.386,64756.6719,428.728,No3_3.5
25592.9883,429.06,3.5,89838.9453,429.358,65257.543,429.673,No3_3.5
25554.084,429.999,3.5,92056.2734,430.33,65236.4727,430.652,No3_3.5
25877.2168,430.944,3.5,90373.7344,431.263,64639.6094,431.604,No3_3.5
26118.5977,431.924,3.5,91371.1797,432.226,64392.4492,432.532,No3_3.5
25794.1973,432.873,3.5,90541.6797,433.202,63446.8984,433.499,No3_3.5
26337.4961,433.805,3.5,91939.1484,434.146,63731.5547,434.477,No3_3.5
26002.8594,434.78,3.5,90843.1172,435.087,63556.4922,435.411,No3_3.5
26286.0313,435.74,3.5,91381.1953,436.06,65462.0898,436.36,No3_3.5
26065.5117,436.666,3.5,91132.2734,437.004,65274.3438,437.323,No3_3.5
25540.8887,437.613,3.5,88979.3672,437.931,63144.3477,438.27,No3_3.5
25501.4395,438.59,3.5,88709.8594,438.89,64771.6133,439.195,No3_3.5
26376.752,439.535,3.5,91132.25,439.854,65476.1328,440.158,No3_3.5
26381.1387,440.458,3.5,91666.6016,440.797,63143.4531,441.126,No3_3.5
26252.8281,441.418,3.5,88871.25,441.727,63642.2773,442.067,No3_3.5
26277.6621,442.397,3.5,89854.3281,442.699,64014.7422,443.019,No3_3.5
26431.8633,443.333,3.5,88826.1484,443.663,63288.7266,443.964,No3_3.5
25490.0215,444.263,3.5,90212.6875,444.597,64653.0703,444.927,No3_3.5
26134.2441,445.247,3.5,91559.5469,445.549,64312.9492,445.855,No3_3.5
26444.916,446.19,3.5,88952.25,446.519,62989.7812,446.819,No3_3.5
25573.2715,447.121,3.5,89385.4609,447.455,65398.1914,447.785,No3_3.5
26378.6152,448.087,3.5,88860.3047,448.396,65259.1172,448.704,No3_3.5
26414.6777,449.044,3.5,91259.9375,449.363,64844.3203,449.662,No3_3.5
26051.3379,449.969,3.5,90269.8281,450.309,64187.2305,450.639,No3_3.5
25633.6973,450.937,3.5,88951.0781,451.256,63618.2266,451.576,No3_3.5
26316.5645,451.905,3.5,88677.2266,452.212,65207.1992,452.52,No3_3.5
26393.8945,452.839,3.5,89279.4375,453.168,63029.7695,453.489,No3_3.5
26353.7949,453.779,3.5,90387.7344,454.096,64863.207,454.436,No3_3.5
26092.6543,454.755,3.5,89559.4297,455.054,63017.5391,455.366,No3_3.5
25675.0664,455.705,3.5,88798.5703,456.024,63368.2266,456.324,No3_3.5
25583.6582,456.629,3.5,88361.6172,456.967,62856.1484,457.286,No3_3.5
26374.3281,457.577,3.5,90682.2812,457.895,65400.707,458.234,No3_3.5
26396.793,458.555,3.5,90652.2344,458.854,63683.4922,459.159,No3_3.5
25939.1914,459.499,3.5,89612.5781,459.828,65035.125,460.133,No3_3.5
26372.4258,460.43,3.5,88558.1719,460.764,64945.2656,461.094,No3_3.5
25782.1797,461.397,3.5,88938.1484,461.705,64161.3164,462.016,No3_3.5
26096.6602,462.355,3.5,89913.3906,462.674,64091.6133,462.974,No3_3.5
25514.6016,463.28,3.5,88616.4922,463.618,63003.7539,463.937,No3_3.5
26374.7559,464.227,3.5,90825.3437,464.546,65212.8555,464.885,No3_3.5
26400.8496,465.205,3.5,90689.4531,465.505,62818.0937,465.817,No3_3.5
26079.1719,466.151,3.5,90157.6328,466.47,63419.3359,466.772,No3_3.5
25628.4551,467.073,3.5,89113.2422,467.412,62659.7813,467.733,No3_3.5
26394.8008,468.024,3.5,89621.125,468.34,64880.8008,468.681,No3_3.5
25587.9668,469.012,3.5,87868.2969,469.313,64877.1797,469.621,No3_3.5
25610.748,469.952,3.5,90672.8828,470.282,64383.2344,470.585,No3_3.5
26233.2715,470.885,3.5,90952.3359,471.221,62780.6289,471.551,No3_3.5
25652.0645,471.873,3.5,88880.125,472.174,64939.3945,472.479,No3_3.5
26296.1699,472.816,3.5,90783.8047,473.136,63417.7734,473.433,No3_3.5
25662.4688,473.746,3.5,88999.3438,474.087,62851.7539,474.408,No3_3.5
26432.9824,474.699,3.5,91153.6563,475.019,64769.4492,475.36,No3_3.5
26053.627,475.681,3.5,91321.5547,475.978,62807.1328,476.287,No3_3.5
25706.4004,476.628,3.5,90525.4531,476.959,65193.0781,477.256,No3_3.5
25615.3105,477.563,3.5,89129.0625,477.902,65327.0781,478.232,No3_3.5
25599.3555,478.525,3.5,89217.9844,478.841,65421.2812,479.171,No3_3.5
25668.1055,479.502,3.5,89262.1484,479.823,63624.4531,480.119,No3_3.5
26413.25,480.431,3.5,92300.6562,480.771,63381.2969,481.102,No3_3.5
26152.168,481.395,3.5,90721.2969,481.706,65489.4336,482.048,No3_3.5
25655.0586,482.378,3.5,89754.3203,482.682,63543.7383,483.003,No3_3.5
25600.5996,483.319,3.5,92773.4922,483.649,64458.4883,483.952,No3_3.5
26235.6465,484.252,3.5,92096.8906,484.588,63074.543,484.919,No3_3.5
25663.7188,485.239,3.5,91732.1875,485.545,64435.6992,485.851,No3_3.5
26566.7402,486.188,3.5,88778.3438,486.518,65029.5547,486.822,No3_3.5
25651.2441,487.134,3.5,90015.2656,487.46,63963.8203,487.791,No3_3.5
25637.8359,488.094,3.5,89448.6797,488.398,63205.5859,488.716,No3_3.5
25826.3418,489.057,3.5,90138.2969,489.378,64333.3438,489.679,No3_3.5
26323.4102,489.986,3.5,91173.4609,490.327,64122.9531,490.648,No3_3.5
26274.6719,490.939,3.5,90106.6719,491.256,64028.8711,491.596,No3_3.5
25944.5645,491.927,3.5,89242.4063,492.229,63972.0391,492.536,No3_3.5
25821.2676,492.867,3.5,91837.2031,493.198,64898.0234,493.502,No3_3.5
26377.8711,493.802,3.5,91878.2266,494.138,62980.9961,494.469,No3_3.5
25868.2051,494.791,3.5,89856.1406,495.087,32579.3047,495.399,No3_3.5
22935.1543,495.74,3.5,50345.7813,496.059,32330.0645,496.361,No3_3.5
20278.959,496.67,3.5,46315.2891,497.001,33312.1719,497.331,No3_3.5
19466.6523,497.625,3.5,45220.1211,497.941,33764.3672,498.271,No3_3.5
19406.7598,498.601,3.5,44642.75,498.922,33463.0742,499.228,No3_3.5
18774.1855,499.529,3.5,44900.0898,499.87,30981.3359,500.19,No3_3.5
17282.9629,500.48,3.5,41180.5703,500.802,30995.2891,501.141,No3_3.5
16991.2871,501.46,3.5,40036.0469,501.761,30537.7617,502.066,No3_3.5
17142.8203,502.405,3.5,39912.0313,502.724,32970.0273,503.028,No3_3.5
17516.0293,503.329,3.5,41523.4375,503.668,34173.1992,503.997,No3_3.5
17423.7734,504.289,3.5,42482.5469,504.598,35130.125,504.937,No3_3.5
17818.5098,505.265,3.5,43147.207,505.571,34358.9062,505.882,No3_3.5
18045.0215,506.21,3.5,43607.0625,506.539,34956.6133,506.847,No3_3.5
17534.7031,507.157,3.5,45080.0859,507.476,36291.9922,507.804,No3_3.5
17995.1934,508.107,3.5,47061.6758,508.415,37784.3086,508.723,No3_3.5
18277.9531,509.062,3.5,47444.1094,509.372,38361.4609,509.681,No3_3.5
18457.9492,509.986,3.5,47789.4062,510.326,39303.6484,510.645,No3_3.5
18091.3223,510.935,3.5,47002.375,511.253,39435.5273,511.591,No3_3.5
18421.9805,511.911,3.5,46640.6289,512.211,38694.168,512.515,No3_3.5
18582.1777,512.851,3.5,46873.9492,513.17,38792.6602,513.47,No3_3.5
18365.0273,513.771,3.5,47045.4844,514.112,39479.5313,514.44,No3_3.5
18237.002,514.731,3.5,47208.1992,515.04,40034.8516,515.381,No3_3.5
18434.0313,515.711,3.5,46785.4883,516.007,39524.5352,516.326,No3_3.5
18675.2129,516.647,3.5,47358.3633,516.976,39446.1367,517.277,No3_3.5
18454.418,517.576,3.5,47399.6992,517.911,40239.875,518.241,No3_3.5
18600.9238,518.543,3.5,47219.2109,518.852,40019.9922,519.176,No3_3.5
18615.1738,519.505,3.5,47516.9336,519.826,39410.0156,520.131,No3_3.5
18384.4023,520.432,3.5,48198.2891,520.772,40066.6992,521.102,No3_3.5
18488.9883,521.393,3.5,47689.0625,521.709,39853.8867,522.045,No3_3.5
18875.4922,522.374,3.5,48343.5742,522.676,39314.5742,522.985,No3_3.5
18850.1445,523.296,3.5,48978.543,523.636,39953.5664,523.957,No3_3.5
18298.0586,524.247,3.5,48301.6719,524.567,39725.6484,524.907,No3_3.5
18525.0273,525.227,3.5,47941.8711,525.526,39700.0664,525.831,No3_3.5
19055.418,526.172,3.5,48122.8203,526.501,39450.0273,526.809,No3_3.5
18380.9102,527.118,3.5,48106.6836,527.439,39702.4766,527.768,No3_3.5
18752.1074,528.069,3.5,47704.0508,528.378,39397.1992,528.688,No3_3.5
18991.9609,529.028,3.5,48491.3945,529.349,38805.2031,529.653,No3_3.5
18558.3496,529.953,3.5,48393.9648,530.293,38910.7617,530.622,No3_3.5
18310.1797,530.914,3.5,48324.5078,531.224,39406.5938,531.565,No3_3.5
18471.9863,531.894,3.5,47662.3711,532.19,38578.2695,532.51,No3_3.5
18713.9863,532.829,3.5,48251.6563,533.16,38934.2852,533.462,No3_3.5
18679.5234,533.763,3.5,48105.6289,534.089,38860.0586,534.43,No3_3.5
18399.7207,534.752,3.5,47599.9453,535.048,38968.8906,535.36,No3_3.5
18984.0625,535.702,3.5,47665.0977,536.032,37967.1055,536.328,No3_3.5
18324.1348,536.633,3.5,48315.2031,536.975,38564.5156,537.306,No3_3.5
18264.7227,537.61,3.5,48164.1758,537.92,38231.332,538.231,No3_3.5
18713.4922,538.572,3.5,48007.6484,538.893,38436.7695,539.195,No3_3.5
18725.6152,539.497,3.5,48585.0078,539.838,38543.0781,540.158,No3_3.5
18393.041,540.45,3.5,48209.9687,540.771,38882.9375,541.113,No3_3.5
18740.2168,541.433,3.5,48043.7148,541.735,37947.3477,542.041,No3_3.5
18711.2383,542.378,3.5,47791.5898,542.698,38058.6992,542.995,No3_3.5
18699.1738,543.308,3.5,48569.7656,543.65,38321.1992,543.969,No3_3.5
18228.1113,544.261,3.5,47775.4297,544.582,38263.6914,544.924,No3_3.5
18624.4688,545.245,3.5,47946.8945,545.546,37974.832,545.852,No3_3.5
18755.9902,546.193,3.5,47955,546.523,37181.793,546.819,No3_3.5
18653.9531,547.125,3.5,48560.8672,547.466,37657.3008,547.796,No3_3.5
18453.5586,548.101,3.5,48030.043,548.406,38103.25,548.726,No3_3.5
18853.1582,549.068,3.5,47833.2031,549.389,37674.957,549.686,No3_3.5
18579.9551,549.999,3.5,48318.5703,550.34,37885.3516,550.662,No3_3.5
18224.0527,550.953,3.5,47705.125,551.273,37745.8594,551.615,No3_3.5
18535.3301,551.937,3.5,47759.6016,552.238,37639.8633,552.544,No3_3.5
18900.4668,552.88,3.5,47621.0469,553.21,36939.2617,553.508,No3_3.5
18428.3828,553.814,3.5,48208.207,554.155,37396.7383,554.486,No3_3.5
18588.584,554.78,3.5,47970.4922,555.097,37404.9219,555.428,No3_3.5
18850.0879,555.759,3.5,48010.7813,556.08,37250.6484,556.382,No3_3.5
18284.625,556.689,3.5,47860.7813,557.03,37597.9766,557.361,No3_3.5
18599.1113,557.658,3.5,47318.8437,557.966,37470.7539,558.303,No3_3.5
18766.9961,558.633,3.5,47807.8711,558.936,37027.0313,559.241,No3_3.5
18631.5879,559.56,3.5,47860,559.902,36911.7773,560.223,No3_3.5
18598.4062,560.514,3.5,48260.3594,560.835,37740.1016,561.176,No3_3.5
18668.7988,561.497,3.5,47542.1055,561.799,36692.5508,562.105,No3_3.5
18710.0527,562.448,3.5,47829.3281,562.779,36533.8398,563.08,No3_3.5
18372.4746,563.379,3.5,47833.3437,563.721,37398.2266,564.052,No3_3.5
18521.1895,564.356,3.5,47218.3359,564.661,36835.7852,564.98,No3_3.5
18541.5195,565.321,3.5,47330.8164,565.642,36441.4727,565.942,No3_3.5
18669.3887,566.248,3.5,48235.832,566.588,37015.9648,566.907,No3_3.5
18240.6133,567.198,3.5,47725.4922,567.516,37222.7148,567.856,No3_3.5
18545.6191,568.175,3.5,47177.0859,568.48,36755.4336,568.785,No3_3.5
18530.1016,569.121,3.5,48081.5039,569.451,36740.0273,569.75,No3_3.5
18543.084,570.053,3.5,48329.0195,570.388,36676.5703,570.717,No3_3.5
18564.5078,571.01,3.5,47840.1484,571.33,36774.3789,571.655,No3_3.5
18845.9688,571.985,3.5,47735.5937,572.286,36336.8633,572.595,No3_3.5
18761.5391,572.905,3.5,48288.0547,573.245,36946.7852,573.565,No3_3.5
18265.0684,573.855,3.5,47581.9609,574.175,36817.293,574.515,No3_3.5
18386.6406,574.836,3.5,47197.375,575.135,36620.8789,575.44,No3_3.5
18888.6387,575.781,3.5,47705.0781,576.11,36265.1875,576.416,No3_3.5
18631.0488,576.726,3.5,47956.2539,577.047,36749.4531,577.376,No3_3.5
18571.9336,577.678,3.5,47540.4102,577.987,36700.1523,578.297,No3_3.5
18905.4629,578.638,3.5,48004.4102,578.959,36609.4258,579.261,No3_3.5
18757.7461,579.562,3.5,48397.0117,579.901,36433.9062,580.23,No3_3.5
18608.9902,580.522,3.5,47422.7539,580.832,36889.9531,581.173,No3_3.5
18740.3691,581.503,3.5,47396.6836,581.803,36165.8789,582.11,No3_3.5
18947.9219,582.44,3.5,47511.7344,582.77,35944.3633,583.066,No3_3.5
18438.5352,583.366,3.5,47781.2266,583.706,36846.2852,584.036,No3_3.5
18378.2656,584.328,3.5,47270.3477,584.647,36824.1563,584.972,No3_3.5
18698.9609,585.301,3.5,47120.5234,585.602,36499.6836,585.916,No3_3.5
18636.2266,586.242,3.5,48093.4844,586.572,36338.1211,586.872,No3_3.5
18784.2773,587.172,3.5,47770.6641,587.506,36692.5,587.836,No3_3.5
18722.1172,588.157,3.5,47457.3945,588.457,36294.7344,588.768,No3_3.5
18743.752,589.104,3.5,48016.7578,589.434,36086.4141,589.734,No3_3.5
18617.9414,590.036,3.5,48282.8398,590.372,36320.1523,590.701,No3_3.5
18613.7246,590.994,3.5,47626.9297,591.313,36329.9727,591.638,No3_3.5
19032.2227,591.968,3.5,47596.5156,592.27,35923.8867,592.578,No3_3.5
19010.5059,592.889,3.5,48191.5469,593.229,36524.6836,593.549,No3_3.5
18529.166,593.839,3.5,47552.2656,594.159,36501.6055,594.499,No3_3.5
18732.0781,594.819,3.5,47757.3281,595.124,36241.1602,595.43,No3_3.5
19161.8984,595.766,3.5,47910.7227,596.084,36325.6953,596.385,No3_3.5
18975.7402,596.685,3.5,48264.7109,597.025,36197.3789,597.355,No3_3.5
18841.0859,597.645,3.5,47223.0117,597.955,36541.8633,598.295,No3_3.5
18678.1914,598.614,3.5,47131.3203,598.915,36506.7422,599.222,No3_3.5
19163.1621,599.564,3.5,47425.1758,599.894,35793.7422,600.193,No3_3.5
18787.8828,600.505,3.5,47880.8086,600.836,36348.6797,601.167,No3_3.5
18675.4941,601.489,3.5,47107.2891,601.786,36562.3008,602.099,No3_3.5
19163.9297,602.441,3.5,47425.207,602.772,35702.7813,603.068,No3_3.5
18918.0508,603.375,3.5,48200.6875,603.716,36243.6562,604.046,No3_3.5
18656.2227,604.35,3.5,47585.6484,604.655,36365.2852,604.986,No3_3.5
19153.4023,605.317,3.5,47475.7695,605.64,36134.8906,605.941,No3_3.5
18658.9766,606.248,3.5,47747.9062,606.589,36506.4648,606.92,No3_3.5
18853.4316,607.217,3.5,46948.4609,607.525,36574.4258,607.861,No3_3.5
19123.3984,608.192,3.5,47169.6211,608.489,35974.6992,608.805,No3_3.5
19188.2363,609.133,3.5,47170.75,609.463,36019.2969,609.766,No3_3.5
18777.5684,610.066,3.5,47317.3945,610.403,36620.0898,610.734,No3_3.5
18630.3965,611.039,3.5,46994.6367,611.344,36475.9453,611.676,No3_3.5
19181.8672,612.008,3.5,47515.8359,612.329,36395.1328,612.63,No3_3.5
18630.6777,612.937,3.5,47588.8164,613.273,36638.2461,613.604,No3_3.5
18570.4668,613.898,3.5,46870.1484,614.214,36969.3906,614.545,No3_3.5
18841.5273,614.877,3.5,47308.293,615.188,36015.0117,615.498,No3_3.5
19080.5273,615.805,3.5,47851.668,616.147,36364.3281,616.477,No3_3.5
18633.6113,616.776,3.5,46821.9727,617.092,36463.5391,617.418,No3_3.5
19123.7949,617.749,3.5,46938.8906,618.059,36439.7891,618.365,No3_3.5
19036.8984,618.68,3.5,47816.2031,619.022,36601.2031,619.343,No3_3.5
18629.4785,619.634,3.5,46987.5195,619.955,36673.9766,620.297,No3_3.5
18995.4609,620.619,3.5,47235.9492,620.921,36212.6953,621.238,No3_3.5
19157.1445,621.565,3.5,47123.5,621.895,35775.957,622.193,No3_3.5
18937.9063,622.505,3.5,47397.9258,622.836,36513.582,623.167,No3_3.5
18764.2676,623.489,3.5,46657.0859,623.792,35999.3203,624.108,No3_3.5
19006.6328,624.435,3.5,47230.6875,624.766,36218.2188,625.075,No3_3.5
18909.166,625.376,3.5,47154.5,625.707,36799.4297,626.038,No3_3.5
18971.8184,626.342,3.5,46601.6211,626.647,36946.418,626.979,No3_3.5
18928.8867,627.311,3.5,47045.5859,627.621,36261.3945,627.933,No3_3.5
18980.8262,628.241,3.5,47328.8984,628.583,36772.1797,628.913,No3_3.5
18667.8437,629.204,3.5,47165.1133,629.519,37165.7383,629.856,No3_3.5
18888.1504,630.188,3.5,47055.0273,630.499,36492.2031,630.811,No3_3.5
19093.0234,631.113,3.5,47723.4922,631.453,36749.8867,631.771,No3_3.5
18672.9883,632.062,3.5,47358.7305,632.378,37173.3125,632.718,No3_3.5
18946.2734,633.048,3.5,46425.1875,633.344,36303.75,633.664,No3_3.5
18847.1465,633.984,3.5,47546.418,634.314,36584.0586,634.616,No3_3.5
19046.2285,634.915,3.5,47515.9648,635.249,36745.3516,635.578,No3_3.5
18836.8965,635.899,3.5,46588.4297,636.202,36429.2227,636.506,No3_3.5
18979.9629,636.84,3.5,46771.8086,637.16,36173.1836,637.462,No3_3.5
18766.5938,637.762,3.5,47071.6445,638.102,37069.668,638.43,No3_3.5
18726.0508,638.722,3.5,47239.5898,639.032,37333.8125,639.372,No3_3.5
18910.7793,639.701,3.5,46327.2422,639.998,36393.832,640.318,No3_3.5
18928.8223,640.639,3.5,47409.7578,640.969,36626.8164,641.271,No3_3.5
19127.877,641.57,3.5,47487.0391,641.905,36739.7187,642.235,No3_3.5
18763.5879,642.538,3.5,47101.8516,642.846,36499.043,643.158,No3_3.5
19018.2754,643.498,3.5,47111.2695,643.807,36212.4961,644.117,No3_3.5
19056.2012,644.422,3.5,47203.4102,644.761,36546.3281,645.08,No3_3.5
19013.3008,645.37,3.5,47416.4258,645.688,37324.7109,646.028,No3_3.5
19222.7949,646.348,3.5,46999.5586,646.647,36558.2188,646.952,No3_3.5
19196.5781,647.291,3.5,46910.0547,647.61,36285.6172,647.914,No3_3.5
18845.3984,648.214,3.5,46936.9063,648.554,37107.4375,648.884,No3_3.5
